City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,queenstown,-31.8976,26.8753,290.84,93,20,3.38,ZA,03-02-2025
346,santa terezinha,-29.9002,-50.0904,299.57,82,11,6.93,BR,03-02-2025
347,aitape,-3.1374,142.3475,297.41,96,100,2.33,PG,04-02-2025
348,cuajinicuilapa,16.4667,-98.4167,307.36,36,0,2.99,MX,03-02-2025
349,carupano,10.6678,-63.2585,300.3,74,99,6.92,VE,03-02-2025
350,pokrovsk,48.282,37.1758,273.4,90,100,1.93,UA,03-02-2025
351,ancud,-41.8697,-73.8203,287.07,76,100,4.29,CL,03-02-2025
352,mut,36.6439,33.4389,283.9,80,5,1.31,TR,03-02-2025
353,la barceloneta,41.3807,2.1899,285.79,63,0,3.13,ES,03-02-2025
354,sodankyla,67.4167,26.6,244.26,100,78,1.17,FI,03-02-2025
355,new london,41.4834,-72.0662,278.97,79,20,4.12,US,03-02-2025
356,cole harbour,44.6724,-63.4751,272.43,89,100,5.66,CA,03-02-2025
357,topchikha,52.8192,83.1185,260.13,97,91,1.82,RU,04-02-2025
358,vadso,70.0744,29.7487,265.24,73,1,3.09,NO,03-02-2025
359,carauari,-4.8828,-66.8958,295.82,98,100,0.7,BR,03-02-2025
360,chaksu,26.6,75.95,292.66,46,24,3.95,IN,04-02-2025
361,miasskoye,55.2784,61.8905,272.52,95,100,4.85,RU,03-02-2025
362,mala,-12.6581,-76.6308,298.67,68,58,3.53,PE,03-02-2025
363,kota belud,6.351,116.4305,297.16,88,58,2.48,MY,04-02-2025
364,port augusta,-32.5,137.7667,301.23,48,1,2.88,AU,04-02-2025
365,saint-joseph,-21.3667,55.6167,301.36,81,98,2.55,RE,03-02-2025
366,thunder bay,48.4001,-89.3168,261.14,52,40,6.17,CA,03-02-2025
367,conception bay south,47.4999,-52.9981,270.4,84,100,3.5,CA,03-02-2025
368,port alfred,-33.5906,26.891,296.03,85,1,0.89,ZA,03-02-2025
369,nuuk,64.1835,-51.7216,261.49,79,75,9.77,GL,03-02-2025
370,qamdo,31.1667,97.2333,269.78,24,0,0.49,CN,04-02-2025
371,dakhla,23.6848,-15.958,291.16,82,0,10.29,EH,03-02-2025
372,maues,-3.3836,-57.7186,302.02,77,100,1.52,BR,03-02-2025
373,itaituba,-4.2761,-55.9836,299.24,89,40,2.57,BR,03-02-2025
374,bardai,11.65,7.2333,298.15,12,51,4.22,NG,03-02-2025
375,brandon,27.9378,-82.2859,302.04,74,75,1.54,US,03-02-2025
376,la mira,18.035,-102.3266,302.88,56,0,4.7,MX,03-02-2025
377,spring creek,40.7266,-115.5859,284.48,56,100,5.36,US,03-02-2025
378,lewistown,40.5992,-77.5714,284.04,69,100,3.34,US,03-02-2025
379,avesta,60.1455,16.1679,269.89,99,100,1.42,SE,03-02-2025
380,gereshk,31.8209,64.5701,280.64,53,3,2.23,AF,03-02-2025
381,crieff,56.3727,-3.8389,281.9,93,100,7.21,GB,03-02-2025
382,utrik,11.2278,169.8474,299.68,66,87,9.7,MH,04-02-2025
383,ponca city,36.707,-97.0856,293.12,35,0,2.06,US,03-02-2025
384,roma,43.2128,-75.4557,277.42,82,100,1.34,US,03-02-2025
385,haapsalu,58.9431,23.5414,270.92,84,100,3.28,EE,03-02-2025
386,karatuzskoye,53.6072,92.8667,259.29,98,100,0.53,RU,04-02-2025
387,novoishimskiy,53.1981,66.7694,262.18,95,100,2.35,KZ,03-02-2025
388,guiyang,26.5833,106.7167,277.42,70,100,1.0,CN,04-02-2025
389,bakanas,44.8081,76.2772,265.13,75,1,6.7,KZ,03-02-2025
390,torbat-e heydariyeh,35.274,59.2195,275.28,47,9,1.01,IR,03-02-2025
391,nanao,37.05,136.9667,274.33,80,100,5.76,JP,04-02-2025
392,dem'yanovo,60.3511,47.0842,268.26,97,100,1.24,RU,03-02-2025
393,isangel,-19.55,169.2667,299.64,87,6,9.97,VU,04-02-2025
394,galliano,29.4422,-90.2992,296.15,60,75,3.6,US,03-02-2025
395,cherdyn',60.403,56.4787,265.49,92,100,5.37,RU,03-02-2025
396,papao,-17.75,-149.55,302.97,70,16,4.03,PF,03-02-2025
397,petrovsk-zabaykal'skiy,51.273,108.843,250.88,92,100,3.8,RU,04-02-2025
398,quellon,-43.1167,-73.6167,284.3,90,100,0.51,CL,03-02-2025
399,puerto baquerizo moreno,-0.9,-89.6,302.7,66,75,2.57,EC,03-02-2025
400,yangjiang,21.85,111.9667,285.4,56,100,4.47,CN,04-02-2025
401,negombo,7.2083,79.8358,297.18,83,0,2.06,LK,04-02-2025
402,bhag,29.0415,67.8239,290.43,23,6,3.55,PK,03-02-2025
403,timimoun,29.2639,0.231,291.36,24,0,1.03,DZ,03-02-2025
404,ketchikan,55.3422,-131.6461,268.14,25,0,4.63,US,03-02-2025
405,shalqar,47.8333,59.6,263.9,91,100,3.68,KZ,03-02-2025
406,ghadamis,30.1337,9.5007,285.23,35,0,2.55,LY,03-02-2025
407,mangrol,21.1167,70.1167,293.82,43,18,4.6,IN,04-02-2025
408,la sarre,48.8002,-79.1996,265.44,89,100,5.96,CA,03-02-2025
409,punta del este,-34.9667,-54.95,308.21,92,20,6.17,UY,03-02-2025
410,camayenne,9.535,-13.6878,304.2,42,75,3.09,GN,03-02-2025
411,jijiga,9.35,42.8,286.46,67,61,3.81,ET,03-02-2025
412,alliance,40.9153,-81.1059,285.73,77,100,6.15,US,03-02-2025
413,thanh hoa,19.8,105.7667,287.88,53,100,3.61,VN,04-02-2025
414,urangan,-25.3,152.9,298.19,81,74,5.62,AU,04-02-2025
415,baiti,13.745,-14.7482,299.84,11,44,3.41,SN,03-02-2025
416,okhotsk,59.3833,143.3,244.61,84,2,5.71,RU,04-02-2025
417,changzhou,31.7833,119.9667,275.91,50,0,1.69,CN,04-02-2025
418,fisterra,42.9049,-9.2629,284.35,67,1,1.81,ES,03-02-2025
419,wellington,-41.2866,174.7756,288.96,88,100,1.54,NZ,04-02-2025
420,port blair,11.6667,92.75,296.17,94,20,0.51,IN,04-02-2025
421,tshabong,-26.05,22.45,298.69,55,80,9.03,BW,03-02-2025
422,varash,51.3485,25.8497,271.99,85,100,4.86,UA,03-02-2025
423,winston,28.0317,-82.0148,301.41,74,40,1.34,US,03-02-2025
424,tongchuan,35.0806,109.0897,269.94,68,0,3.88,CN,04-02-2025
425,kenora,49.8167,-94.4337,253.69,77,75,4.12,CA,03-02-2025
426,isokyro,63.0117,22.3333,260.06,89,59,1.27,FI,03-02-2025
427,sinabang,2.4803,96.3801,299.35,79,100,1.03,ID,04-02-2025
428,bandundu,-3.3167,17.3667,298.39,80,100,1.72,CD,03-02-2025
429,port saint john's,-31.6229,29.5448,296.35,85,99,4.34,ZA,03-02-2025
430,caleta de carquin,-11.0925,-77.6267,297.76,75,42,3.69,PE,03-02-2025
431,minas de marcona,-15.2119,-75.1103,296.43,59,87,5.57,PE,03-02-2025
432,sol'-iletsk,51.1631,54.9918,270.66,94,100,5.14,RU,03-02-2025
433,cuito,-12.3833,16.9333,290.17,95,100,2.37,AO,03-02-2025
434,bonthe,7.5264,-12.505,299.91,71,12,4.43,SL,03-02-2025
435,sao paulo de olivenca,-3.3783,-68.8725,297.41,97,99,1.12,BR,03-02-2025
436,loango,-4.6719,11.8312,299.83,82,100,2.99,CG,03-02-2025
437,kununurra,-15.7667,128.7333,300.14,83,100,0.51,AU,04-02-2025
438,massenya,11.4039,16.1705,301.65,14,43,3.86,TD,03-02-2025
439,fontanelas,38.8472,-9.4372,286.27,66,0,3.09,PT,03-02-2025
440,qusmuryn,52.4503,64.6311,261.95,94,100,1.72,KZ,03-02-2025
441,guarapari,-20.6667,-40.4975,301.17,72,73,5.4,BR,03-02-2025
442,moapa valley,36.5805,-114.4703,294.88,23,100,3.27,US,03-02-2025
443,gaitania,3.0906,-75.6723,292.25,82,88,1.7,CO,03-02-2025
444,lorengau,-2.0226,147.2712,300.95,74,100,2.88,PG,04-02-2025
445,kamikawa,43.84,142.7711,270.22,78,100,6.57,JP,04-02-2025
446,fort st. john,56.2499,-120.8529,243.09,76,20,0.0,CA,03-02-2025
447,leava,-14.3,-178.1667,301.49,75,18,3.56,WF,04-02-2025
448,eberbach,49.4694,8.9928,272.31,71,18,0.76,DE,03-02-2025
449,kargopol',61.5071,38.9456,258.44,96,100,1.82,RU,03-02-2025
450,kristiansund,63.1115,7.732,277.51,81,75,2.57,NO,03-02-2025
451,la ronge,55.1001,-105.2842,250.29,59,20,8.23,CA,03-02-2025
452,lanzhou,36.0564,103.7922,265.16,88,11,1.24,CN,04-02-2025
453,nabire,-3.3667,135.4833,297.93,84,100,1.1,ID,04-02-2025
454,monze,-16.2833,27.4833,293.23,91,94,1.67,ZM,03-02-2025
455,naryn,41.4287,75.9911,258.02,55,8,5.14,KG,04-02-2025
456,kharkhorin,47.1975,102.8238,253.62,87,100,1.84,MN,04-02-2025
457,cannonvale,-20.2833,148.7,299.81,85,100,5.84,AU,04-02-2025
458,este,45.2229,11.6587,279.83,79,0,1.76,IT,03-02-2025
459,mankapur,27.0333,82.2333,287.49,40,39,2.9,IN,04-02-2025
460,gaomi,36.3833,119.7528,267.59,44,0,2.77,CN,04-02-2025
461,minas de matahambre,22.5887,-83.9447,303.16,42,49,4.24,CU,03-02-2025
462,moranbah,-22.0016,148.0466,294.78,97,100,6.07,AU,04-02-2025
463,olavarria,-36.8927,-60.3225,308.25,20,61,4.83,AR,03-02-2025
464,gizo,-8.103,156.8419,301.06,77,95,3.48,SB,04-02-2025
465,konstantinovsk,47.5828,41.0922,274.2,99,100,3.82,RU,03-02-2025
466,flying fish cove,-10.4217,105.6791,298.97,94,100,4.63,CX,04-02-2025
467,namsos,64.4662,11.4957,269.1,63,75,5.66,NO,03-02-2025
468,testour,36.5513,9.4431,284.31,88,94,5.0,TN,03-02-2025
469,morehead city,34.7229,-76.726,290.95,76,87,0.89,US,03-02-2025
470,kangding,30.0513,101.9603,274.89,73,8,1.39,CN,04-02-2025
471,miles city,46.4083,-105.8406,254.69,65,100,4.12,US,03-02-2025
472,pontes e lacerda,-15.2261,-59.3353,307.95,36,32,2.49,BR,03-02-2025
473,mahina,-17.5065,-149.489,303.02,66,0,2.57,PF,03-02-2025
474,jambi city,-1.6,103.6167,296.98,94,100,1.37,ID,04-02-2025
475,manokwari,-0.8667,134.0833,298.67,76,100,1.71,ID,04-02-2025
476,san pedro,14.35,121.0167,299.72,88,40,1.54,PH,04-02-2025
477,parintins,-2.6283,-56.7358,302.02,66,100,2.73,BR,03-02-2025
478,guacamayas,18.0167,-102.2167,303.5,51,0,4.53,MX,03-02-2025
479,kralendijk,12.15,-68.2667,304.14,58,40,9.77,BQ,03-02-2025
480,kurikka,62.6167,22.4167,259.39,100,100,1.13,FI,03-02-2025
481,frederico westphalen,-27.3592,-53.3944,309.78,20,80,1.73,BR,03-02-2025
482,belyy yar,53.6039,91.3903,257.09,100,100,1.0,RU,04-02-2025
483,santa rita do passa quatro,-21.7103,-47.4781,293.11,97,100,2.23,BR,03-02-2025
484,beloyarskiy,63.7119,66.6722,246.89,100,85,1.23,RU,03-02-2025
485,berdigestyakh,62.0989,126.6992,249.05,96,100,3.87,RU,04-02-2025
486,toliara,-23.35,43.6667,300.16,65,77,7.98,MG,03-02-2025
487,nuku'alofa,-21.1333,-175.2,299.34,83,75,3.09,TO,04-02-2025
488,gazojak,41.1875,61.4036,275.36,50,100,3.13,TM,03-02-2025
489,weyburn,49.6668,-103.8511,247.27,70,42,7.2,CA,03-02-2025
490,gaalkacyo,6.7697,47.4308,295.59,48,29,8.83,SO,03-02-2025
491,khash,28.2211,61.2158,279.06,33,0,2.01,IR,03-02-2025
492,al badari,26.9926,31.4155,292.17,22,100,1.98,EG,03-02-2025
493,bull savanna,17.8868,-77.5902,299.76,66,100,7.06,JM,03-02-2025
494,quelimane,-17.8786,36.8883,298.73,92,98,2.85,MZ,03-02-2025
495,kish,26.5578,54.0194,293.65,48,75,7.95,IR,03-02-2025
496,charters towers,-20.1,146.2667,294.88,99,100,4.26,AU,04-02-2025
497,key largo,25.0865,-80.4473,298.15,85,49,4.71,US,03-02-2025
498,katabu,-4.9333,122.5167,297.21,92,100,0.23,ID,04-02-2025
499,prince rupert,54.3161,-130.3201,266.98,40,0,9.26,CA,03-02-2025
500,roxas city,11.5853,122.7511,298.03,84,53,4.54,PH,04-02-2025
501,ar rutbah,33.0381,40.2848,284.93,32,5,2.34,IQ,03-02-2025
502,tosontsengel,48.7567,98.2839,249.78,100,100,1.37,MN,04-02-2025
503,port arthur,38.8,121.2667,263.27,53,100,7.99,CN,04-02-2025
504,t'aebaek,37.1759,128.9889,257.45,77,25,4.83,KR,04-02-2025
505,mtwara,-10.2667,40.1833,299.37,87,29,4.26,TZ,03-02-2025
506,nelson bay,-32.7167,152.15,295.98,90,70,2.68,AU,04-02-2025
507,kourou,5.1552,-52.6478,297.99,89,99,3.91,GF,03-02-2025
508,radhanpur,23.8333,71.6,292.4,36,41,3.99,IN,04-02-2025
509,sestri levante,44.2732,9.3968,283.5,76,0,0.45,IT,03-02-2025
510,uvarovo,51.9849,42.2615,270.86,70,92,1.5,RU,03-02-2025
511,mandalgovi,45.7625,106.2708,252.43,85,96,5.37,MN,04-02-2025
512,antonio enes,-16.2325,39.9086,300.58,85,98,2.27,MZ,03-02-2025
513,narvik,68.4384,17.4272,259.65,78,0,5.81,NO,03-02-2025
514,lauro de freitas,-12.8944,-38.3272,304.16,66,40,5.14,BR,03-02-2025
515,suva,-18.1416,178.4415,296.86,100,75,1.54,FJ,04-02-2025
516,el nido,11.1858,119.3956,297.12,94,100,2.73,PH,04-02-2025
517,leer,53.2316,7.461,274.79,93,100,3.01,DE,03-02-2025
518,port nelson,23.6333,-74.8333,297.38,76,9,7.65,BS,03-02-2025
519,piti village,13.4626,144.6933,298.88,87,0,3.09,GU,04-02-2025
520,robore,-18.3333,-59.75,308.2,49,40,3.09,BO,03-02-2025
521,kutahya,39.4242,29.9833,279.1,77,100,0.78,TR,03-02-2025
522,nuriootpa,-34.4833,139.0,298.96,44,1,1.9,AU,04-02-2025
523,tutoia,-2.7619,-42.2744,300.11,82,100,5.63,BR,03-02-2025
524,ballycastle,55.2044,-6.243,284.56,65,100,9.58,GB,03-02-2025
525,kendari,-3.945,122.4989,297.33,93,98,1.08,ID,04-02-2025
526,pontianak,-0.0333,109.3333,297.53,91,97,2.42,ID,04-02-2025
527,lekki,6.3607,4.8333,300.47,80,43,2.63,NG,03-02-2025
528,quixeramobim,-5.1992,-39.2928,306.88,30,93,3.09,BR,03-02-2025
529,new martinsville,39.6445,-80.8576,290.26,59,100,3.58,US,03-02-2025
530,masterton,-40.9597,175.6575,286.16,83,6,1.77,NZ,04-02-2025
531,zhangye,38.9342,100.4517,263.13,52,0,1.95,CN,04-02-2025
532,laguna,38.421,-121.4238,287.72,84,40,3.6,US,03-02-2025
533,island harbour,50.724,-1.2758,280.38,92,10,0.89,GB,03-02-2025
534,taoudenni,22.6783,-3.9836,292.4,23,0,4.84,ML,03-02-2025
535,arar,30.9753,41.0381,287.16,24,0,2.06,SA,03-02-2025
536,sidney,-33.8679,151.2073,294.94,83,67,1.54,AU,04-02-2025
537,castlegar,49.2998,-117.6689,267.96,88,100,1.85,CA,03-02-2025
538,pimampiro,0.4,-77.9667,295.86,58,92,1.61,EC,03-02-2025
539,fort mcmurray,56.7268,-111.381,246.92,76,100,3.6,CA,03-02-2025
540,bengkulu,-3.8004,102.2655,298.37,89,100,2.16,ID,04-02-2025
541,sola,-13.8833,167.55,300.8,78,84,6.33,VU,04-02-2025
542,shimoda,34.6667,138.95,279.21,52,61,11.52,JP,04-02-2025
543,qina,26.1642,32.7267,294.48,17,99,1.84,EG,03-02-2025
544,broome,42.2506,-75.833,279.61,74,100,4.12,US,03-02-2025
545,bubaque,11.2833,-15.8333,297.55,65,77,6.52,GW,03-02-2025
546,markovo,57.3206,107.0881,242.79,100,100,1.72,RU,04-02-2025
547,bodo,67.28,14.405,268.17,46,0,15.43,NO,03-02-2025
